head	relation	tail
cause:8989a9e2c3d6	CAUSES_EFFECT	effect:dcf00d5b12ee
mode:b5036b2df81d	LEADS_TO	effect:dcf00d5b12ee
mode:5dd348f232bf	LEADS_TO	effect:630f7957789d
cause:dac721db52d8	BELONGS_TO	group:cause_group_0081
mode:b8158daa23c0	BELONGS_TO	group:mode_regroup_0010
cause:9e0ee11aac07	CAUSES	group:mode_regroup_0010
cause:9e0ee11aac07	CAUSES_EFFECT	effect:30a99f2ed766
mode:8b32b45c2f00	LEADS_TO	effect:d01947992d22
cause:86b251b74aec	CAUSES	mode:8b32b45c2f00
cause:86b251b74aec	CAUSES_EFFECT	effect:d01947992d22
mode:32dc1305499f	LEADS_TO	group:effect_group_0058
cause:ad98b7ded5e0	CAUSES	mode:32dc1305499f
cause:ad98b7ded5e0	CAUSES_EFFECT	group:effect_group_0058
effect:ba5e342fcbee	BELONGS_TO	group:effect_group_0058
mode:4d4c35fb57d8	LEADS_TO	group:effect_group_0059
cause:a719849c7a9d	CAUSES	mode:4d4c35fb57d8
cause:a719849c7a9d	CAUSES_EFFECT	group:effect_group_0059
effect:3903d88dcca9	BELONGS_TO	group:effect_group_0059
mode:df74f811a94a	LEADS_TO	effect:54363b9be88c
cause:ced38737c354	CAUSES	mode:df74f811a94a
cause:ced38737c354	CAUSES_EFFECT	effect:54363b9be88c
mode:f3fe29a36014	LEADS_TO	effect:51b541789f39
cause:9aa119b2c274	CAUSES	mode:f3fe29a36014
cause:9aa119b2c274	CAUSES_EFFECT	effect:51b541789f39
mode:983efc329ea4	LEADS_TO	effect:af84ab943d06
cause:bbb3c14628db	CAUSES	mode:983efc329ea4
cause:bbb3c14628db	CAUSES_EFFECT	effect:af84ab943d06
element:c1cbfe271a40	HAS_FUNCTION	function:766d7695b8f0
function:766d7695b8f0	HAS_MODE	mode:52d7e8cfecc0
mode:52d7e8cfecc0	LEADS_TO	effect:1ef6c34922ed
cause:321d6553914a	CAUSES	mode:52d7e8cfecc0
cause:321d6553914a	CAUSES_EFFECT	effect:1ef6c34922ed
cause:345f79977d01	CAUSES	mode:52d7e8cfecc0
cause:345f79977d01	CAUSES_EFFECT	effect:1ef6c34922ed
element:185ee72ba510	HAS_FUNCTION	function:6472ce41c26b
function:6472ce41c26b	HAS_MODE	mode:4b7650d7464b
mode:4b7650d7464b	LEADS_TO	effect:1ef6c34922ed
cause:6b7842309569	CAUSES	mode:4b7650d7464b
cause:6b7842309569	CAUSES_EFFECT	effect:1ef6c34922ed
cause:007df69d16e8	CAUSES	mode:4b7650d7464b
cause:007df69d16e8	CAUSES_EFFECT	effect:1ef6c34922ed
mode:ac7909755b70	LEADS_TO	effect:dec4040d3d9e
cause:2dc87239fe3d	CAUSES	mode:ac7909755b70
cause:2dc87239fe3d	CAUSES_EFFECT	effect:dec4040d3d9e
mode:edc9324f9423	LEADS_TO	effect:4ea1c4aa842c
cause:caeaf3df68b5	CAUSES	mode:edc9324f9423
cause:caeaf3df68b5	CAUSES_EFFECT	effect:4ea1c4aa842c
element:f140bd9033bd	HAS_FUNCTION	function:fa0287a533a6
function:fa0287a533a6	HAS_MODE	group:mode_group_0093
mode:d0150dec3b10	BELONGS_TO	group:mode_group_0093
cause:3cf058200f5f	CAUSES	group:mode_group_0093
cause:3cf058200f5f	CAUSES_EFFECT	effect:b9ae67245b7c
cause:3cf058200f5f	CAUSES_EFFECT	effect:d151a1ec6d49
cause:533df053383d	CAUSES	group:mode_group_0093
cause:533df053383d	CAUSES	group:mode_group_0094
cause:533df053383d	CAUSES_EFFECT	effect:b9ae67245b7c
cause:533df053383d	CAUSES_EFFECT	effect:d151a1ec6d49
cause:ea0096a571be	BELONGS_TO	group:cause_group_0102
cause:3f5472e4aa48	CAUSES	group:mode_group_0093
cause:3f5472e4aa48	CAUSES_EFFECT	effect:83cca8d4bf2e
element:117d417c6dbe	HAS_FUNCTION	function:26928a8c830f
function:26928a8c830f	HAS_MODE	group:mode_group_0094
mode:2e05cc6b5fdd	BELONGS_TO	group:mode_group_0094
cause:a9ff9ae02553	BELONGS_TO	group:cause_group_0104
cause:5fb80dc42152	CAUSES	group:mode_group_0094
cause:5fb80dc42152	CAUSES_EFFECT	effect:2f776b20b188
cause:4ba3e8e7df21	BELONGS_TO	group:cause_group_0105
mode:dc678c54098b	BELONGS_TO	group:mode_group_0094
cause:9b15b7a67908	BELONGS_TO	group:cause_group_0010
cause:0ef8da5c3677	CAUSES	group:mode_group_0094
cause:0ef8da5c3677	CAUSES_EFFECT	effect:b9ae67245b7c
cause:d4d37c040425	BELONGS_TO	group:cause_group_0102
mode:2a4cec8ce76b	BELONGS_TO	group:mode_group_0094
element:66a9032aa008	HAS_FUNCTION	function:59f2f651f4f5
function:59f2f651f4f5	HAS_MODE	mode:4aa348eb051b
mode:4aa348eb051b	LEADS_TO	effect:74b43c998557
cause:ee0785f8f50a	CAUSES	mode:4aa348eb051b
cause:ee0785f8f50a	CAUSES_EFFECT	effect:74b43c998557
cause:55f4d54ee235	CAUSES	mode:4aa348eb051b
cause:55f4d54ee235	CAUSES_EFFECT	effect:74b43c998557
element:903c69ed336a	HAS_FUNCTION	function:027a2f21bd7f
function:027a2f21bd7f	HAS_MODE	mode:076c5a40ab08
mode:076c5a40ab08	LEADS_TO	group:effect_group_0059
cause:b2af4a7b3ba4	CAUSES	mode:076c5a40ab08
cause:b2af4a7b3ba4	CAUSES_EFFECT	group:effect_group_0059
effect:f9c280d7572a	BELONGS_TO	group:effect_group_0059
mode:360c2c118e4e	LEADS_TO	group:effect_regroup_0010
cause:995a1861b390	CAUSES	mode:360c2c118e4e
cause:995a1861b390	CAUSES_EFFECT	group:effect_regroup_0010
effect:fc24b522734b	BELONGS_TO	group:effect_regroup_0010
mode:565bd282e44a	LEADS_TO	effect:8aafd1f1b0f9
cause:2fb0d2f81cf3	CAUSES	mode:565bd282e44a
cause:2fb0d2f81cf3	CAUSES_EFFECT	effect:8aafd1f1b0f9
mode:72b6760132e1	LEADS_TO	effect:38b84a132685
cause:a0ef332d21ef	CAUSES	mode:72b6760132e1
cause:a0ef332d21ef	CAUSES_EFFECT	effect:38b84a132685
mode:463b6052b483	BELONGS_TO	group:mode_regroup_0007
effect:9685ceef7329	BELONGS_TO	group:effect_regroup_0011
mode:99767448aa60	BELONGS_TO	group:mode_regroup_0012
cause:d508b2891551	CAUSES	group:mode_regroup_0012
cause:d508b2891551	CAUSES_EFFECT	effect:8aafd1f1b0f9
mode:a9942af06d9a	BELONGS_TO	group:mode_regroup_0013
cause:3cb6f2a154c8	CAUSES	group:mode_regroup_0013
cause:3cb6f2a154c8	CAUSES_EFFECT	effect:3ed28e6c170b
mode:be65d298fe85	BELONGS_TO	group:mode_group_0101
cause:90c270b36720	CAUSES	group:mode_group_0101
cause:90c270b36720	CAUSES_EFFECT	group:effect_regroup_0012
effect:d8fbdf130c2f	BELONGS_TO	group:effect_regroup_0012
mode:d5a68540a6d3	BELONGS_TO	group:mode_group_0030
cause:ce9fa191fc4b	CAUSES	group:mode_group_0030
cause:ce9fa191fc4b	CAUSES_EFFECT	group:effect_regroup_0012
effect:c6ed8f73dfa0	BELONGS_TO	group:effect_regroup_0012
mode:dc4ebef4ab7f	LEADS_TO	effect:0f1225a5cb7d
cause:8f1ff00235ca	CAUSES	mode:dc4ebef4ab7f
cause:8f1ff00235ca	CAUSES	mode:d50533c3d99e
cause:8f1ff00235ca	CAUSES_EFFECT	effect:0f1225a5cb7d
cause:8f1ff00235ca	CAUSES_EFFECT	effect:912c6c6a71ff
mode:845573e68339	BELONGS_TO	group:mode_regroup_0013
cause:119a861dc754	CAUSES	group:mode_regroup_0013
cause:119a861dc754	CAUSES_EFFECT	group:effect_regroup_0012
mode:6911b7ee351b	LEADS_TO	effect:d1da2b32071e
cause:e92b7800b80d	CAUSES	mode:6911b7ee351b
cause:e92b7800b80d	CAUSES_EFFECT	effect:d1da2b32071e
mode:b987710a5e1a	BELONGS_TO	group:mode_regroup_0014
cause:93ae3a4d5b13	BELONGS_TO	group:cause_group_0105
effect:f9eb4fb486d3	BELONGS_TO	group:effect_regroup_0011
mode:6cf5ad01b0a7	BELONGS_TO	group:mode_regroup_0012
cause:5e5ea9b56c2c	BELONGS_TO	group:cause_group_0105
mode:95b987769399	LEADS_TO	group:effect_regroup_0003
cause:6175f87482bf	CAUSES	mode:95b987769399
cause:6175f87482bf	CAUSES_EFFECT	group:effect_regroup_0003
effect:845573e68339	BELONGS_TO	group:effect_regroup_0003
mode:10e534a46ece	LEADS_TO	effect:d6f0561d76e2
cause:1cee76553ee4	CAUSES	mode:10e534a46ece
cause:1cee76553ee4	CAUSES	group:mode_group_0105
cause:1cee76553ee4	CAUSES_EFFECT	effect:d6f0561d76e2
mode:560ff3c5fbdd	LEADS_TO	effect:d3ed6b524f98
cause:c8fe56131d50	BELONGS_TO	group:cause_group_0122
mode:48aa098519d2	BELONGS_TO	group:mode_regroup_0010
cause:c6080b588d41	BELONGS_TO	group:cause_group_0072
effect:4d668a5e9f76	BELONGS_TO	group:effect_group_0077
mode:8765600d0910	LEADS_TO	group:effect_group_0077
effect:bcfc0d3a065e	BELONGS_TO	group:effect_group_0077
mode:50c1945e69a4	LEADS_TO	effect:e61d0fba67e2
cause:1c8adc3998a4	CAUSES	mode:50c1945e69a4
cause:1c8adc3998a4	CAUSES_EFFECT	effect:e61d0fba67e2
cause:a0bb7ebca973	BELONGS_TO	group:cause_group_0122
mode:e6153947a9cb	BELONGS_TO	group:mode_group_0105
element:2b36465859c2	HAS_FUNCTION	function:b6d6fd7e3484
element:2b36465859c2	HAS_FUNCTION	function:1629dd7660a8
mode:df28a3c6bfa6	LEADS_TO	effect:8d785a8c6e60
mode:ecaaf0c43f06	LEADS_TO	effect:de3a33e4274a
element:4112fc8db5e3	HAS_FUNCTION	function:d39fac91967b
function:d39fac91967b	HAS_MODE	mode:51a1b694826b
mode:51a1b694826b	LEADS_TO	effect:0a190f4cf3bd
cause:d4acd9c5d08d	CAUSES	mode:51a1b694826b
cause:d4acd9c5d08d	CAUSES_EFFECT	effect:0a190f4cf3bd
element:b431103e2d18	HAS_FUNCTION	function:e99e37f0f9dc
function:e99e37f0f9dc	HAS_MODE	group:mode_regroup_0010
mode:fa5a5e43568f	BELONGS_TO	group:mode_regroup_0010
cause:bfc19b807c35	CAUSES	group:mode_regroup_0010
cause:bfc19b807c35	CAUSES_EFFECT	group:effect_group_0056
effect:ab896cb00292	BELONGS_TO	group:effect_group_0056
element:e6ec5a11dfc2	HAS_FUNCTION	function:bc5ed820884e
element:e6ec5a11dfc2	HAS_FUNCTION	function:507b4974188a
function:bc5ed820884e	HAS_MODE	mode:e89e33906848
mode:e89e33906848	LEADS_TO	effect:55f99613fd4c
cause:6e25a2fe7586	CAUSES	mode:e89e33906848
cause:6e25a2fe7586	CAUSES_EFFECT	effect:55f99613fd4c
function:507b4974188a	HAS_MODE	mode:8d586078acde
mode:8d586078acde	LEADS_TO	effect:0e5732b694d0
cause:9c0a3b2ca446	CAUSES	mode:8d586078acde
cause:9c0a3b2ca446	CAUSES_EFFECT	effect:0e5732b694d0
mode:ac60b44538da	LEADS_TO	effect:478f2b54ee68
cause:27fec9ec3e9b	CAUSES	mode:ac60b44538da
cause:27fec9ec3e9b	CAUSES_EFFECT	effect:478f2b54ee68
element:8cb953f89975	HAS_FUNCTION	function:5108dd7457bb
function:5108dd7457bb	HAS_MODE	mode:ab91b0423c06
mode:ab91b0423c06	LEADS_TO	effect:56da1e780cf8
cause:31933a574437	CAUSES	mode:ab91b0423c06
cause:31933a574437	CAUSES_EFFECT	effect:56da1e780cf8
mode:d83b4ce4de05	LEADS_TO	effect:a17231281cbe
function:97e7c9a7d06e	HAS_MODE	mode:7ec1f003bb53
mode:7ec1f003bb53	LEADS_TO	effect:a15bb8cd4718
cause:34730cc067ec	CAUSES	mode:7ec1f003bb53
cause:34730cc067ec	CAUSES_EFFECT	effect:a15bb8cd4718
cause:d8853997bae5	CAUSES	mode:7ec1f003bb53
cause:d8853997bae5	CAUSES_EFFECT	effect:a15bb8cd4718
mode:27d521608972	LEADS_TO	effect:5c0af1530412
mode:27d521608972	LEADS_TO	group:effect_group_0087
cause:ab084166d7ed	CAUSES	mode:27d521608972
cause:ab084166d7ed	CAUSES_EFFECT	effect:5c0af1530412
cause:ab084166d7ed	CAUSES_EFFECT	group:effect_group_0087
effect:f62f7178eb21	BELONGS_TO	group:effect_group_0087
mode:3752cec032e6	BELONGS_TO	group:mode_group_0118
cause:5f5df695ecb3	CAUSES	group:mode_group_0118
cause:5f5df695ecb3	CAUSES_EFFECT	group:effect_regroup_0015
effect:2472bb97b899	BELONGS_TO	group:effect_regroup_0015
mode:846cf6596a8a	LEADS_TO	effect:7f2d88be267e
mode:846cf6596a8a	LEADS_TO	group:effect_regroup_0002
cause:3db7c51e364a	CAUSES	mode:846cf6596a8a
cause:3db7c51e364a	CAUSES_EFFECT	group:effect_regroup_0002
effect:346238130753	BELONGS_TO	group:effect_regroup_0002
mode:002070014e7d	BELONGS_TO	group:mode_group_0039
cause:b1c66fa70a22	BELONGS_TO	group:cause_group_0135
cause:d94a4ca3e6fa	CAUSES	mode:846cf6596a8a
cause:d94a4ca3e6fa	CAUSES	mode:9ed6b6d46661
cause:d94a4ca3e6fa	CAUSES	group:mode_group_0039
cause:d94a4ca3e6fa	CAUSES_EFFECT	group:effect_regroup_0002
mode:a9c74afa03c1	LEADS_TO	group:effect_regroup_0015
cause:4816e502e427	CAUSES	mode:a9c74afa03c1
cause:4816e502e427	CAUSES_EFFECT	group:effect_regroup_0015
effect:7f7d9b99d00f	BELONGS_TO	group:effect_regroup_0015
mode:95753d85f4c9	LEADS_TO	effect:87c74ff895e0
cause:922940c89b43	BELONGS_TO	group:cause_group_0138
cause:811a7735aea2	CAUSES	mode:95753d85f4c9
cause:811a7735aea2	CAUSES_EFFECT	effect:87c74ff895e0
mode:8a5b437056aa	BELONGS_TO	group:mode_group_0039
cause:acf0ccc86143	CAUSES	group:mode_group_0039
cause:acf0ccc86143	CAUSES_EFFECT	effect:05495559660c
cause:5bfffd669273	CAUSES	mode:27d521608972
cause:5bfffd669273	CAUSES_EFFECT	effect:5c0af1530412
cause:282d775fa8e1	CAUSES	mode:27d521608972
cause:282d775fa8e1	CAUSES_EFFECT	effect:5c0af1530412
cause:ab17124c9d55	CAUSES	mode:27d521608972
cause:ab17124c9d55	CAUSES_EFFECT	effect:5c0af1530412
mode:2ac6991a86ed	LEADS_TO	group:effect_regroup_0016
cause:be6032fde6d7	CAUSES	mode:2ac6991a86ed
cause:be6032fde6d7	CAUSES_EFFECT	group:effect_regroup_0016
effect:d54e935f6665	BELONGS_TO	group:effect_regroup_0016
mode:7e419027b220	BELONGS_TO	group:mode_group_0039
cause:51a56af8039a	CAUSES	group:mode_group_0039
cause:51a56af8039a	CAUSES_EFFECT	effect:05495559660c
cause:ea56311a83a2	CAUSES	mode:2ac6991a86ed
cause:ea56311a83a2	CAUSES_EFFECT	group:effect_regroup_0016
cause:e8c54c61a9b5	CAUSES	mode:95753d85f4c9
cause:e8c54c61a9b5	CAUSES_EFFECT	effect:87c74ff895e0
cause:4b52822357a9	BELONGS_TO	group:cause_group_0148
cause:4d70921065c0	CAUSES	mode:846cf6596a8a
cause:4d70921065c0	CAUSES_EFFECT	group:effect_regroup_0002
cause:002070014e7d	BELONGS_TO	group:cause_group_0043
mode:83c34da7e349	LEADS_TO	group:effect_group_0091
mode:83c34da7e349	LEADS_TO	group:effect_group_0142
mode:83c34da7e349	LEADS_TO	group:effect_regroup_0002
mode:83c34da7e349	LEADS_TO	group:effect_regroup_0016
mode:83c34da7e349	LEADS_TO	group:effect_regroup_0021
cause:b46fbe1cb8ec	CAUSES	mode:83c34da7e349
cause:b46fbe1cb8ec	CAUSES_EFFECT	group:effect_group_0091
effect:f01c299182bb	BELONGS_TO	group:effect_group_0091
mode:314e715e7dbf	LEADS_TO	group:effect_regroup_0017
cause:83fa80c46bb6	CAUSES	mode:314e715e7dbf
cause:83fa80c46bb6	CAUSES_EFFECT	group:effect_regroup_0017
effect:41d2356e772e	BELONGS_TO	group:effect_regroup_0017
cause:e710492dd991	CAUSES	mode:314e715e7dbf
cause:e710492dd991	CAUSES	mode:d2682814ca28
cause:e710492dd991	CAUSES_EFFECT	group:effect_group_0091
cause:e710492dd991	CAUSES_EFFECT	group:effect_regroup_0017
mode:d2682814ca28	LEADS_TO	group:effect_group_0091
effect:78d5746de5d9	BELONGS_TO	group:effect_group_0091
mode:9e95b60ccd41	LEADS_TO	effect:9f4efd99216f
cause:df81498afd81	CAUSES	mode:9e95b60ccd41
cause:df81498afd81	CAUSES_EFFECT	effect:9f4efd99216f
cause:45ce9b7436bc	CAUSES	mode:314e715e7dbf
cause:45ce9b7436bc	CAUSES_EFFECT	group:effect_regroup_0017
mode:a3cb8bf25460	LEADS_TO	effect:aa39eda5ee09
cause:4297d4ece2d2	CAUSES	mode:a3cb8bf25460
cause:4297d4ece2d2	CAUSES_EFFECT	effect:aa39eda5ee09
cause:efb05cf348d4	CAUSES	mode:2ac6991a86ed
cause:efb05cf348d4	CAUSES_EFFECT	group:effect_regroup_0016
cause:9000e961ffbf	CAUSES	group:mode_group_0039
cause:9000e961ffbf	CAUSES_EFFECT	group:effect_regroup_0002
mode:f738a9e1de69	LEADS_TO	group:effect_regroup_0002
cause:f24e613906f6	BELONGS_TO	group:cause_group_0179
cause:e1accbfb5d63	BELONGS_TO	group:cause_group_0135
mode:f82a900125f3	LEADS_TO	group:effect_regroup_0002
cause:53db156dc27e	BELONGS_TO	group:cause_group_0180
mode:f32ff9843671	LEADS_TO	group:effect_regroup_0018
cause:7653f176760d	CAUSES	mode:f32ff9843671
cause:7653f176760d	CAUSES_EFFECT	group:effect_regroup_0018
effect:26f8476536b5	BELONGS_TO	group:effect_regroup_0018
mode:54a0ab7b44fa	BELONGS_TO	group:mode_regroup_0003
cause:245fe33900fb	CAUSES	group:mode_regroup_0003
cause:245fe33900fb	CAUSES_EFFECT	group:effect_group_0032
effect:ecb97adb8934	BELONGS_TO	group:effect_group_0032
mode:b6328b12a726	LEADS_TO	group:effect_regroup_0002
cause:0f704a88009b	CAUSES	mode:b6328b12a726
cause:0f704a88009b	CAUSES_EFFECT	group:effect_regroup_0002
cause:a310b589b98b	CAUSES	mode:846cf6596a8a
cause:a310b589b98b	CAUSES_EFFECT	group:effect_regroup_0002
mode:48dbc9386b3a	BELONGS_TO	group:mode_group_0149
cause:41f8aaee27bb	CAUSES	group:mode_group_0149
cause:41f8aaee27bb	CAUSES_EFFECT	group:effect_regroup_0020
effect:66e933a13032	BELONGS_TO	group:effect_regroup_0020
mode:746e86471763	LEADS_TO	group:effect_regroup_0016
cause:e904378f5f98	CAUSES	mode:746e86471763
cause:e904378f5f98	CAUSES_EFFECT	group:effect_regroup_0016
effect:5a693b9c1859	BELONGS_TO	group:effect_regroup_0016
mode:cdcce071bd30	LEADS_TO	group:effect_group_0091
cause:410c78e28d1b	CAUSES	mode:cdcce071bd30
cause:410c78e28d1b	CAUSES_EFFECT	group:effect_group_0091
effect:d4db10ee3c22	BELONGS_TO	group:effect_group_0091
mode:2f2beffb889b	LEADS_TO	group:effect_regroup_0020
cause:8b2a222cbaaa	CAUSES	mode:2f2beffb889b
cause:8b2a222cbaaa	CAUSES_EFFECT	group:effect_regroup_0020
mode:281ee54993a7	LEADS_TO	effect:d6e81215bb7e
cause:9f69ec96d3b0	CAUSES	mode:281ee54993a7
cause:9f69ec96d3b0	CAUSES_EFFECT	effect:d6e81215bb7e
mode:0255929bc64f	BELONGS_TO	group:mode_group_0093
cause:4155d5966703	BELONGS_TO	group:cause_group_0030
effect:0feb8f85b8cb	BELONGS_TO	group:effect_regroup_0002
cause:45b55882987f	CAUSES	mode:846cf6596a8a
cause:45b55882987f	CAUSES_EFFECT	effect:7f2d88be267e
mode:44978b0addbf	LEADS_TO	group:effect_group_0091
cause:8b9a4bd16a16	CAUSES	mode:44978b0addbf
cause:8b9a4bd16a16	CAUSES_EFFECT	group:effect_group_0091
effect:1d92caa1b610	BELONGS_TO	group:effect_group_0091
mode:17e35070b9d3	LEADS_TO	effect:1d57debed45a
cause:f9211c5b842d	CAUSES	mode:17e35070b9d3
cause:f9211c5b842d	CAUSES_EFFECT	effect:1d57debed45a
mode:58829c8a9771	BELONGS_TO	group:mode_group_0093
cause:5a7f7c47a36d	CAUSES	group:mode_group_0093
cause:5a7f7c47a36d	CAUSES_EFFECT	group:effect_regroup_0020
cause:8dcb201d4108	BELONGS_TO	group:cause_group_0054
mode:f2dd3eff8175	LEADS_TO	group:effect_group_0091
cause:7291eca26182	CAUSES	mode:f2dd3eff8175
cause:7291eca26182	CAUSES_EFFECT	group:effect_group_0091
mode:273d7896243a	LEADS_TO	effect:960eb853d5cc
mode:273d7896243a	LEADS_TO	group:effect_regroup_0002
cause:451e472e0279	CAUSES	mode:273d7896243a
cause:451e472e0279	CAUSES_EFFECT	effect:960eb853d5cc
cause:0a6950c2af1c	CAUSES	mode:2f2beffb889b
cause:0a6950c2af1c	CAUSES_EFFECT	group:effect_regroup_0020
cause:bed8eab4a281	BELONGS_TO	group:cause_group_0179
cause:5601d02abf67	BELONGS_TO	group:cause_group_0180
cause:9927c7840525	BELONGS_TO	group:cause_group_0190
cause:201a624915da	CAUSES	mode:83c34da7e349
cause:201a624915da	CAUSES_EFFECT	group:effect_group_0091
cause:7eff8a674751	BELONGS_TO	group:cause_group_0190
cause:46f273bac6b0	BELONGS_TO	group:cause_group_0190
mode:c777d39b1d2c	LEADS_TO	effect:bc3af1deda29
cause:c56856f79155	CAUSES	mode:c777d39b1d2c
cause:c56856f79155	CAUSES_EFFECT	effect:bc3af1deda29
mode:df5c0e971993	BELONGS_TO	group:mode_group_0015
cause:d2733178a035	BELONGS_TO	group:cause_group_0158
mode:07de4e19593a	LEADS_TO	group:effect_group_0032
cause:f03d06f9906f	BELONGS_TO	group:cause_regroup_0006
mode:84c91682bebb	LEADS_TO	group:effect_group_0032
cause:64a85e1f2f1d	CAUSES	mode:84c91682bebb
cause:64a85e1f2f1d	CAUSES_EFFECT	group:effect_group_0032
effect:973dbc47d802	BELONGS_TO	group:effect_group_0032
mode:511a0d70309c	LEADS_TO	group:effect_regroup_0021
cause:e30df647048b	BELONGS_TO	group:cause_group_0059
effect:843d1997a99a	BELONGS_TO	group:effect_regroup_0021
mode:9ed6b6d46661	LEADS_TO	group:effect_regroup_0002
cause:47dde92f3710	CAUSES	mode:846cf6596a8a
cause:47dde92f3710	CAUSES_EFFECT	group:effect_regroup_0002
cause:cc441546156c	BELONGS_TO	group:cause_regroup_0014
effect:eb50f8730803	BELONGS_TO	group:effect_regroup_0022
cause:9588c5c754dd	BELONGS_TO	group:cause_regroup_0014
cause:d81a08dcedbc	CAUSES	mode:846cf6596a8a
cause:d81a08dcedbc	CAUSES_EFFECT	group:effect_regroup_0002
cause:ac5918a3307c	CAUSES	mode:846cf6596a8a
cause:ac5918a3307c	CAUSES_EFFECT	group:effect_regroup_0002
cause:a0796c30bb37	CAUSES	mode:846cf6596a8a
cause:a0796c30bb37	CAUSES_EFFECT	group:effect_regroup_0002
cause:e945d44fd43a	CAUSES	mode:273d7896243a
cause:e945d44fd43a	CAUSES_EFFECT	group:effect_regroup_0002
effect:6c5adf9bbed3	BELONGS_TO	group:effect_regroup_0002
cause:545208bcff78	CAUSES	mode:273d7896243a
cause:545208bcff78	CAUSES_EFFECT	group:effect_regroup_0002
mode:29cd4135b142	LEADS_TO	group:effect_regroup_0022
cause:133dbbcffb6b	CAUSES	mode:29cd4135b142
cause:133dbbcffb6b	CAUSES_EFFECT	group:effect_regroup_0022
effect:d94a1e5b5d92	BELONGS_TO	group:effect_regroup_0022
mode:1524c49ced6b	LEADS_TO	group:effect_group_0091
mode:1524c49ced6b	LEADS_TO	group:effect_regroup_0002
cause:ac49efb47193	CAUSES	mode:1524c49ced6b
cause:ac49efb47193	CAUSES_EFFECT	group:effect_regroup_0002
mode:8e8aa1bf04aa	LEADS_TO	group:effect_regroup_0002
cause:018bc7655c4f	CAUSES	mode:8e8aa1bf04aa
cause:018bc7655c4f	CAUSES_EFFECT	group:effect_regroup_0002
mode:21ddd20753da	BELONGS_TO	group:mode_regroup_0019
cause:1fef18d3c445	CAUSES	group:mode_regroup_0019
cause:1fef18d3c445	CAUSES_EFFECT	group:effect_regroup_0001
effect:911d1887c903	BELONGS_TO	group:effect_regroup_0001
mode:7183c0abe28c	LEADS_TO	effect:30cb1a052eca
cause:9eddf4f9bd01	CAUSES	mode:7183c0abe28c
cause:9eddf4f9bd01	CAUSES_EFFECT	effect:30cb1a052eca
cause:e71a1b24bd02	CAUSES	mode:1524c49ced6b
cause:e71a1b24bd02	CAUSES_EFFECT	group:effect_group_0091
mode:cfc7a5462564	BELONGS_TO	group:mode_group_0167
cause:de830275a8bd	BELONGS_TO	group:cause_group_0010
mode:c072e4b13af8	BELONGS_TO	group:mode_group_0168
effect:1e156f06ff25	BELONGS_TO	group:effect_regroup_0024
mode:b9985601e7ea	BELONGS_TO	group:mode_group_0168
effect:6b1416c6a65a	BELONGS_TO	group:effect_regroup_0024
mode:509751f63b73	BELONGS_TO	group:mode_group_0168
mode:b3a10d444b71	BELONGS_TO	group:mode_group_0168
mode:6c8e7ba5b0ff	BELONGS_TO	group:mode_group_0167
effect:a332c721d1a9	BELONGS_TO	group:effect_group_0103
mode:54be16bbc212	BELONGS_TO	group:mode_group_0167
cause:335dc73856c2	BELONGS_TO	group:cause_group_0010
effect:0be336fac24a	BELONGS_TO	group:effect_group_0103
mode:8fddbf4b5bd2	BELONGS_TO	group:mode_group_0169
mode:f9aaf168ec88	BELONGS_TO	group:mode_group_0169
mode:be5ec8bd292a	BELONGS_TO	group:mode_group_0169
mode:6252a94d8aaf	LEADS_TO	effect:756125db9ca8
cause:934729d35987	CAUSES	mode:6252a94d8aaf
cause:934729d35987	CAUSES_EFFECT	effect:756125db9ca8
element:9727479252e2	HAS_FUNCTION	function:d42cfc14f233
function:d42cfc14f233	HAS_MODE	mode:8b1e264b11f3
mode:8b1e264b11f3	LEADS_TO	effect:8e698694109a
cause:9ac91fa9ad01	CAUSES	mode:8b1e264b11f3
cause:9ac91fa9ad01	CAUSES_EFFECT	effect:8e698694109a
element:ad63a35ea2ac	HAS_FUNCTION	function:5b4273cc6efa
function:5b4273cc6efa	HAS_MODE	mode:d8cd720c3ff3
mode:d8cd720c3ff3	LEADS_TO	effect:bb254c908c9d
cause:e079f793191e	CAUSES	mode:d8cd720c3ff3
cause:e079f793191e	CAUSES_EFFECT	effect:bb254c908c9d
element:0bda86a7c3cc	HAS_FUNCTION	function:2c2ffb24e664
function:2c2ffb24e664	HAS_MODE	mode:a8c91a0c4ed7
function:2c2ffb24e664	HAS_MODE	mode:2780baa782c8
mode:a8c91a0c4ed7	LEADS_TO	effect:fc02272ff27f
cause:e57ba66f422c	CAUSES	mode:a8c91a0c4ed7
cause:e57ba66f422c	CAUSES_EFFECT	effect:fc02272ff27f
cause:6f93d81aa5e0	CAUSES	mode:a8c91a0c4ed7
cause:6f93d81aa5e0	CAUSES_EFFECT	effect:fc02272ff27f
cause:437dd701fbb0	BELONGS_TO	group:cause_group_0218
cause:369db8da2744	CAUSES	mode:a8c91a0c4ed7
cause:369db8da2744	CAUSES	mode:2780baa782c8
cause:369db8da2744	CAUSES_EFFECT	effect:fc02272ff27f
mode:2780baa782c8	LEADS_TO	effect:fc02272ff27f
cause:d96b268c0b2c	CAUSES	mode:2780baa782c8
cause:d96b268c0b2c	CAUSES_EFFECT	effect:fc02272ff27f
element:8e94929d796b	HAS_FUNCTION	function:c0c14b6e2592
